task;level;bot;taskType;routeType;isTrimmed;startTime;endTime;time;stayAtFinal;mvc;slotTime;slotNr;platformArrival
593;10;85;OUTPUT;ROUTE_2;false;810862.0;843000.0;32138.0;13000.0;72;790000;158;740000
613;10;87;OUTPUT;ROUTE_1;false;789608.0;803931.0;14323.0;12298.0;8;NA;NA;NA
613;10;87;OUTPUT;ROUTE_2;false;803931.0;863000.0;59069.0;31840.0;8;810000;162;760000
630;10;83;OUTPUT;ROUTE_1;false;818926.0;849905.0;30979.0;14447.0;4;NA;NA;NA
630;10;83;OUTPUT;ROUTE_2;false;849905.0;878000.0;28095.0;13000.0;4;825000;165;775000
1574;10;88;INPUT;ROUTE_1;false;789920.0;817000.0;27080.0;17000.0;52;760000;152;810000
1574;10;88;INPUT;ROUTE_2;false;817000.0;852461.0;35461.0;18000.0;52;NA;NA;NA
638;10;86;OUTPUT;ROUTE_1;false;824989.0;859521.0;34532.0;14053.0;36;NA;NA;NA
638;10;86;OUTPUT;ROUTE_2;false;859521.0;893000.0;33479.0;13000.0;36;840000;168;790000
643;10;82;OUTPUT;ROUTE_1;false;832205.0;852313.0;20108.0;19433.0;8;NA;NA;NA
643;10;82;OUTPUT;ROUTE_2;false;852313.0;888000.0;35687.0;13000.0;8;835000;167;785000
1587;10;81;INPUT;ROUTE_1;false;818952.0;842000.0;23048.0;17000.0;56;785000;157;835000
1587;10;81;INPUT;ROUTE_2;false;842000.0;879646.0;37646.0;18000.0;56;NA;NA;NA
669;10;85;OUTPUT;ROUTE_1;false;858733.0;887198.0;28465.0;14727.0;40;NA;NA;NA
669;10;85;OUTPUT;ROUTE_2;false;887198.0;918000.0;30802.0;13000.0;40;865000;173;815000
1622;10;84;INPUT;ROUTE_1;false;832277.0;877000.0;44723.0;26427.0;52;820000;164;870000
1622;10;84;INPUT;ROUTE_2;false;877000.0;925293.0;48293.0;18000.0;52;NA;NA;NA
686;10;88;OUTPUT;ROUTE_1;false;865812.0;905921.0;40109.0;25211.0;36;NA;NA;NA
686;10;88;OUTPUT;ROUTE_2;false;905921.0;933000.0;27079.0;13000.0;36;880000;176;830000
699;10;87;OUTPUT;ROUTE_1;false;866095.0;920246.0;54151.0;35857.0;40;NA;NA;NA
699;10;87;OUTPUT;ROUTE_2;false;920246.0;948000.0;27754.0;13000.0;40;895000;179;845000
1648;10;83;INPUT;ROUTE_1;false;883082.0;912000.0;28918.0;17000.0;20;855000;171;905000
1648;10;83;INPUT;ROUTE_2;false;919000.0;956312.0;37312.0;18000.0;20;NA;NA;NA
713;10;86;OUTPUT;ROUTE_1;false;898095.0;929749.0;31654.0;18591.0;72;NA;NA;NA
713;10;86;OUTPUT;ROUTE_2;false;929749.0;968000.0;38251.0;19600.0;72;915000;183;865000
721;10;82;OUTPUT;ROUTE_1;false;896402.0;927896.0;31494.0;14390.0;8;NA;NA;NA
721;10;82;OUTPUT;ROUTE_2;false;927896.0;958000.0;30104.0;13000.0;8;905000;181;855000
724;10;81;OUTPUT;ROUTE_1;false;907621.0;941596.0;33975.0;27225.0;68;NA;NA;NA
724;10;81;OUTPUT;ROUTE_2;false;941596.0;968000.0;26404.0;13000.0;68;915000;183;865000
1666;10;85;INPUT;ROUTE_1;false;926952.0;957000.0;30048.0;24000.0;52;900000;180;950000
1666;10;85;INPUT;ROUTE_2;false;957000.0;993651.0;36651.0;18000.0;52;NA;NA;NA
763;10;88;OUTPUT;ROUTE_1;false;941290.0;977612.0;36322.0;21394.0;8;NA;NA;NA
763;10;88;OUTPUT;ROUTE_2;false;977612.0;1003000.0;25388.0;13000.0;8;950000;190;900000
785;10;84;OUTPUT;ROUTE_1;false;984866.0;1008301.0;23435.0;11285.0;72;NA;NA;NA
785;10;84;OUTPUT;ROUTE_2;false;1008301.0;1043000.0;34699.0;13000.0;72;990000;198;940000
792;10;87;OUTPUT;ROUTE_1;false;963474.0;996791.0;33317.0;14188.0;4;NA;NA;NA
792;10;87;OUTPUT;ROUTE_2;false;996791.0;1033000.0;36209.0;13000.0;4;980000;196;930000
1679;10;81;INPUT;ROUTE_1;false;968952.0;992000.0;23048.0;17000.0;56;935000;187;985000
1679;10;81;INPUT;ROUTE_2;false;999000.0;1049485.0;50485.0;18000.0;56;NA;NA;NA
1684;10;82;INPUT;ROUTE_1;false;963952.0;987000.0;23048.0;17000.0;20;930000;186;980000
1684;10;82;INPUT;ROUTE_2;false;987000.0;1028717.0;41717.0;18000.0;20;NA;NA;NA
820;10;83;OUTPUT;ROUTE_1;false;998809.0;1018917.0;20108.0;19433.0;68;NA;NA;NA
820;10;83;OUTPUT;ROUTE_2;false;1018917.0;1058000.0;39083.0;13000.0;68;1005000;201;955000
827;10;86;OUTPUT;ROUTE_1;false;997960.0;1041979.0;44019.0;20998.0;72;NA;NA;NA
827;10;86;OUTPUT;ROUTE_2;false;1041979.0;1078000.0;36021.0;13000.0;72;1025000;205;975000
1709;10;88;INPUT;ROUTE_1;false;1006936.0;1032000.0;25064.0;17000.0;24;975000;195;1025000
1709;10;88;INPUT;ROUTE_2;false;1032000.0;1076534.0;44534.0;18000.0;24;NA;NA;NA
856;10;82;OUTPUT;ROUTE_1;true;1043196.0;1071704.0;28508.0;27833.0;68;NA;NA;NA
856;10;82;OUTPUT;ROUTE_2;true;1071704.0;1081171.0;9467.0;0.0;68;1050000;210;1000000
861;10;85;OUTPUT;ROUTE_1;true;1014351.0;1069997.0;55646.0;25386.0;40;NA;NA;NA
861;10;85;OUTPUT;ROUTE_2;true;1069997.0;1080139.0;10142.0;0.0;40;1055000;211;1005000
1725;10;87;INPUT;ROUTE_1;true;1039920.0;1067000.0;27080.0;17000.0;24;1010000;202;1060000
1725;10;87;INPUT;ROUTE_2;true;1067000.0;1080571.0;13571.0;0.0;24;NA;NA;NA
1739;10;83;INPUT;ROUTE_1;true;1058952.0;1080000.0;21048.0;15000.0;56;1025000;205;1075000
907;10;84;OUTPUT;ROUTE_1;true;1060079.0;1080057.0;19978.0;0.0;8;NA;NA;NA
925;10;81;OUTPUT;ROUTE_1;true;1054604.0;1080121.0;25517.0;0.0;8;NA;NA;NA
856;10;82;OUTPUT_CONTINUE;ROUTE_1;false;1176171.0;1198000.0;21829.0;13000.0;68;1145000;229;1095000
861;10;85;OUTPUT_CONTINUE;ROUTE_1;false;1179647.0;1203000.0;23353.0;13000.0;40;1150000;230;1100000
1725;10;87;INPUT_CONTINUE;ROUTE_1;false;1080571.0;1101271.0;20700.0;18000.0;24;NA;NA;NA
1723;10;83;INPUT;ROUTE_1;false;1080000.0;1097000.0;17000.0;17000.0;56;1040000;208;1090000
1723;10;83;INPUT;ROUTE_2;false;1097000.0;1134637.0;37637.0;18000.0;56;NA;NA;NA
1723;10;84;INPUT;BLOCKER;false;1096293.0;1098318.0;2025.0;0.0;56;NA;NA;NA
875;10;88;OUTPUT;ROUTE_1;false;1153097.0;1182212.0;29115.0;27765.0;72;NA;NA;NA
875;10;88;OUTPUT;ROUTE_2;false;1182212.0;1213000.0;30788.0;13000.0;72;1160000;232;1110000
907;10;84;OUTPUT;ROUTE_1;false;1177024.0;1197132.0;20108.0;19433.0;8;NA;NA;NA
907;10;84;OUTPUT;ROUTE_2;false;1197132.0;1233000.0;35868.0;13000.0;8;1180000;236;1130000
907;10;83;OUTPUT;BLOCKER;false;1154790.0;1165755.0;10965.0;0.0;8;NA;NA;NA
909;10;81;OUTPUT;ROUTE_1;false;1177629.0;1201064.0;23435.0;11285.0;40;NA;NA;NA
909;10;81;OUTPUT;ROUTE_2;false;1201064.0;1243000.0;41936.0;13000.0;40;1190000;238;1140000
1754;10;86;INPUT;ROUTE_1;false;1099920.0;1127000.0;27080.0;17000.0;52;1070000;214;1120000
1754;10;86;INPUT;ROUTE_2;false;1127000.0;1168028.0;41028.0;18000.0;52;NA;NA;NA
1792;10;87;INPUT;ROUTE_1;false;1107821.0;1157000.0;49179.0;32400.0;20;1100000;220;1150000
1792;10;87;INPUT;ROUTE_2;false;1157000.0;1196145.0;39145.0;18000.0;20;NA;NA;NA
947;10;86;OUTPUT;ROUTE_1;false;1215786.0;1230716.0;14930.0;12230.0;72;NA;NA;NA
947;10;86;OUTPUT;ROUTE_2;false;1230716.0;1273000.0;42284.0;13000.0;72;1220000;244;1170000
947;10;88;OUTPUT;BLOCKER;false;1234903.0;1248307.0;13404.0;0.0;72;NA;NA;NA
972;10;83;OUTPUT;ROUTE_1;false;1226219.0;1252233.0;26014.0;10999.0;4;NA;NA;NA
972;10;83;OUTPUT;ROUTE_2;false;1252233.0;1293000.0;40767.0;13000.0;4;1240000;248;1190000
1011;10;85;OUTPUT;ROUTE_1;false;1227150.0;1299237.0;72087.0;52784.0;40;NA;NA;NA
1011;10;85;OUTPUT;ROUTE_2;false;1299237.0;1328000.0;28763.0;13000.0;40;1275000;255;1225000
995;10;82;OUTPUT;ROUTE_1;false;1244239.0;1278171.0;33932.0;14119.0;72;NA;NA;NA
995;10;82;OUTPUT;ROUTE_2;false;1278171.0;1313000.0;34829.0;13000.0;72;1260000;252;1210000
1825;10;87;INPUT;ROUTE_1;false;1196586.0;1237000.0;40414.0;21285.0;24;1180000;236;1230000
1825;10;87;INPUT;ROUTE_2;false;1237000.0;1276969.0;39969.0;18000.0;24;NA;NA;NA
1036;10;84;OUTPUT;ROUTE_1;false;1282322.0;1313816.0;31494.0;14390.0;68;NA;NA;NA
1036;10;84;OUTPUT;ROUTE_2;false;1313816.0;1348000.0;34184.0;13000.0;68;1295000;259;1245000
1051;10;88;OUTPUT;ROUTE_1;false;1293682.0;1322532.0;28850.0;14684.0;8;NA;NA;NA
1051;10;88;OUTPUT;ROUTE_2;false;1322532.0;1353000.0;30468.0;13000.0;8;1300000;260;1250000
1025;10;86;OUTPUT;ROUTE_1;false;1282797.0;1311262.0;28465.0;14727.0;72;NA;NA;NA
1025;10;86;OUTPUT;ROUTE_2;false;1311262.0;1338000.0;26738.0;13000.0;72;1285000;257;1235000
1050;10;81;OUTPUT;ROUTE_1;false;1278568.0;1319713.0;41145.0;21318.0;4;NA;NA;NA
1050;10;81;OUTPUT;ROUTE_2;false;1319713.0;1358000.0;38287.0;13000.0;4;1305000;261;1255000
1080;10;87;OUTPUT;ROUTE_1;false;1304581.0;1348315.0;43734.0;17030.0;4;NA;NA;NA
1080;10;87;OUTPUT;ROUTE_2;false;1348315.0;1383000.0;34685.0;13000.0;4;1330000;266;1280000
1094;10;83;OUTPUT;ROUTE_1;false;1312702.0;1350580.0;37878.0;20442.0;36;NA;NA;NA
1094;10;83;OUTPUT;ROUTE_2;false;1350580.0;1378000.0;27420.0;13000.0;36;1325000;265;1275000
1822;10;82;INPUT;ROUTE_1;false;1314920.0;1342000.0;27080.0;17000.0;52;1285000;257;1335000
1822;10;82;INPUT;ROUTE_2;false;1342000.0;1378296.0;36296.0;18000.0;52;NA;NA;NA
1122;10;85;OUTPUT;ROUTE_1;false;1349235.0;1390079.0;40844.0;21351.0;4;NA;NA;NA
1122;10;85;OUTPUT;ROUTE_2;false;1390079.0;1418000.0;27921.0;13000.0;4;1365000;273;1315000
1843;10;84;INPUT;ROUTE_1;false;1348952.0;1372000.0;23048.0;17000.0;56;1315000;263;1365000
1843;10;84;INPUT;ROUTE_2;false;1372000.0;1410154.0;38154.0;18000.0;56;NA;NA;NA
1155;10;86;OUTPUT;ROUTE_1;false;1380975.0;1420754.0;39779.0;21469.0;40;NA;NA;NA
1155;10;86;OUTPUT;ROUTE_2;false;1420754.0;1448000.0;27246.0;13000.0;40;1395000;279;1345000
1856;10;88;INPUT;ROUTE_1;false;1353952.0;1377000.0;23048.0;17000.0;20;1320000;264;1370000
1856;10;88;INPUT;ROUTE_2;false;1377000.0;1423783.0;46783.0;18000.0;20;NA;NA;NA
1853;10;81;INPUT;ROUTE_1;false;1358066.0;1387000.0;28934.0;17000.0;24;1330000;266;1380000
1853;10;81;INPUT;ROUTE_2;false;1387000.0;1431229.0;44229.0;18000.0;24;NA;NA;NA
1179;10;82;OUTPUT;ROUTE_1;false;1409001.0;1432146.0;23145.0;19095.0;40;NA;NA;NA
1179;10;82;OUTPUT;ROUTE_2;false;1432146.0;1468000.0;35854.0;13000.0;40;1415000;283;1365000
1179;10;86;OUTPUT;BLOCKER;false;1449900.0;1474551.0;24651.0;4000.0;40;NA;NA;NA
1151;10;83;OUTPUT;ROUTE_1;false;1389774.0;1417024.0;27250.0;14862.0;72;NA;NA;NA
1151;10;83;OUTPUT;ROUTE_2;false;1417024.0;1448000.0;30976.0;13000.0;72;1395000;279;1345000
1877;10;87;INPUT;ROUTE_1;false;1399920.0;1427000.0;27080.0;17000.0;24;1370000;274;1420000
1877;10;87;INPUT;ROUTE_2;false;1427000.0;1469719.0;42719.0;18000.0;24;NA;NA;NA
1186;10;84;OUTPUT;ROUTE_1;false;1413186.0;1445754.0;32568.0;27168.0;68;NA;NA;NA
1186;10;84;OUTPUT;ROUTE_2;false;1445754.0;1473000.0;27246.0;13000.0;68;1420000;284;1370000
1187;10;88;OUTPUT;ROUTE_1;false;1424763.0;1446293.0;21530.0;13430.0;72;NA;NA;NA
1187;10;88;OUTPUT;ROUTE_2;false;1446293.0;1478000.0;31707.0;18644.0;72;1425000;285;1375000
1187;10;83;OUTPUT;BLOCKER;false;1451097.0;1472025.0;20928.0;4000.0;72;NA;NA;NA
5;11;96;OUTPUT;ROUTE_1;false;247633.0;278571.0;30938.0;27563.0;72;NA;NA;NA
5;11;96;OUTPUT;ROUTE_2;false;278571.0;308000.0;29429.0;13000.0;72;250000;50;195000
1228;11;91;INPUT;ROUTE_1;false;277912.0;317000.0;39088.0;24000.0;20;265000;53;320000
1228;11;91;INPUT;ROUTE_2;false;317000.0;352628.0;35628.0;18000.0;20;NA;NA;NA
33;11;92;OUTPUT;ROUTE_1;false;273560.0;297313.0;23753.0;19028.0;40;NA;NA;NA
33;11;92;OUTPUT;ROUTE_2;false;297313.0;333000.0;35687.0;13000.0;40;275000;55;220000
1230;11;93;INPUT;ROUTE_1;false;283587.0;322000.0;38413.0;24000.0;52;270000;54;325000
1230;11;93;INPUT;ROUTE_2;false;322000.0;371469.0;49469.0;18000.0;52;NA;NA;NA
77;11;89;OUTPUT;ROUTE_1;false;268915.0;323009.0;54094.0;23657.0;72;NA;NA;NA
77;11;89;OUTPUT;ROUTE_2;false;323009.0;368000.0;44991.0;13000.0;72;310000;62;255000
1264;11;95;INPUT;ROUTE_1;false;310121.0;362000.0;51879.0;32400.0;20;310000;62;365000
1264;11;95;INPUT;ROUTE_2;false;362000.0;399120.0;37120.0;18000.0;20;NA;NA;NA
87;11;90;OUTPUT;ROUTE_1;false;302842.0;345514.0;42672.0;17148.0;40;NA;NA;NA
87;11;90;OUTPUT;ROUTE_2;false;345514.0;378000.0;32486.0;13000.0;40;320000;64;265000
91;11;94;OUTPUT;ROUTE_1;false;322318.0;337856.0;15538.0;12163.0;8;NA;NA;NA
91;11;94;OUTPUT;ROUTE_2;false;337856.0;383000.0;45144.0;13000.0;8;325000;65;270000
1278;11;96;INPUT;ROUTE_1;false;350920.0;382000.0;31080.0;17000.0;52;330000;66;385000
1278;11;96;INPUT;ROUTE_2;false;382000.0;417802.0;35802.0;18000.0;52;NA;NA;NA
143;11;92;OUTPUT;ROUTE_1;false;355150.0;400848.0;45698.0;29594.0;72;NA;NA;NA
143;11;92;OUTPUT;ROUTE_2;false;400848.0;433000.0;32152.0;13000.0;72;375000;75;320000
162;11;93;OUTPUT;ROUTE_1;false;385137.0;399460.0;14323.0;12298.0;4;NA;NA;NA
162;11;93;OUTPUT;ROUTE_2;false;399460.0;448000.0;48540.0;13000.0;4;390000;78;335000
1310;11;89;INPUT;ROUTE_1;false;394920.0;422000.0;27080.0;17000.0;52;370000;74;425000
1310;11;89;INPUT;ROUTE_2;false;422000.0;455079.0;33079.0;18000.0;52;NA;NA;NA
178;11;91;OUTPUT;ROUTE_1;false;393726.0;424056.0;30330.0;27630.0;68;NA;NA;NA
178;11;91;OUTPUT;ROUTE_2;false;424056.0;453000.0;28944.0;13000.0;68;395000;79;340000
182;11;90;OUTPUT;ROUTE_1;false;397516.0;433580.0;36064.0;21660.0;36;NA;NA;NA
182;11;90;OUTPUT;ROUTE_2;false;433580.0;463000.0;29420.0;13000.0;36;405000;81;350000
193;11;94;OUTPUT;ROUTE_1;false;398050.0;439658.0;41608.0;21266.0;8;NA;NA;NA
193;11;94;OUTPUT;ROUTE_2;false;439658.0;473000.0;33342.0;13000.0;8;415000;83;360000
201;11;95;OUTPUT;ROUTE_1;false;405680.0;440004.0;34324.0;18076.0;40;NA;NA;NA
201;11;95;OUTPUT;ROUTE_2;false;440004.0;478000.0;37996.0;14670.0;40;420000;84;365000
221;11;96;OUTPUT;ROUTE_1;false;433290.0;471857.0;38567.0;13604.0;72;NA;NA;NA
221;11;96;OUTPUT;ROUTE_2;false;471857.0;503000.0;31143.0;13000.0;72;445000;89;390000
240;11;92;OUTPUT;ROUTE_1;false;460710.0;487960.0;27250.0;14862.0;4;NA;NA;NA
240;11;92;OUTPUT;ROUTE_2;false;487960.0;523000.0;35040.0;13000.0;4;465000;93;410000
247;11;89;OUTPUT;ROUTE_1;false;466538.0;489366.0;22828.0;11353.0;8;NA;NA;NA
247;11;89;OUTPUT;ROUTE_2;false;489366.0;533000.0;43634.0;13000.0;8;475000;95;420000
1360;11;93;INPUT;ROUTE_1;false;453082.0;482000.0;28918.0;17000.0;20;430000;86;485000
1360;11;93;INPUT;ROUTE_2;false;497400.0;542826.0;45426.0;18000.0;20;NA;NA;NA
1355;11;91;INPUT;ROUTE_1;false;453952.0;477000.0;23048.0;17000.0;56;425000;85;480000
1355;11;91;INPUT;ROUTE_2;false;484000.0;529870.0;45870.0;18000.0;56;NA;NA;NA
271;11;90;OUTPUT;ROUTE_1;false;482533.0;523221.0;40688.0;21369.0;8;NA;NA;NA
271;11;90;OUTPUT;ROUTE_2;false;523221.0;553000.0;29779.0;13000.0;8;495000;99;440000
1379;11;95;INPUT;ROUTE_1;false;481936.0;507000.0;25064.0;17000.0;56;455000;91;510000
1379;11;95;INPUT;ROUTE_2;false;507000.0;541786.0;34786.0;18000.0;56;NA;NA;NA
1389;11;94;INPUT;ROUTE_1;false;488082.0;517000.0;28918.0;17000.0;24;465000;93;520000
1389;11;94;INPUT;ROUTE_2;false;517000.0;556010.0;39010.0;18000.0;24;NA;NA;NA
299;11;96;OUTPUT;ROUTE_1;false;509972.0;544512.0;34540.0;14052.0;72;NA;NA;NA
299;11;96;OUTPUT;ROUTE_2;false;544512.0;578000.0;33488.0;13000.0;72;520000;104;465000
313;11;91;OUTPUT;ROUTE_1;false;536624.0;554359.0;17735.0;17060.0;8;NA;NA;NA
313;11;91;OUTPUT;ROUTE_2;false;554359.0;598000.0;43641.0;13000.0;8;540000;108;485000
1416;11;92;INPUT;ROUTE_1;false;523082.0;552000.0;28918.0;17000.0;20;500000;100;555000
1416;11;92;INPUT;ROUTE_2;false;559000.0;606117.0;47117.0;18000.0;20;NA;NA;NA
320;11;93;OUTPUT;ROUTE_1;false;543486.0;565281.0;21795.0;21120.0;36;NA;NA;NA
320;11;93;OUTPUT;ROUTE_2;false;565281.0;603000.0;37719.0;13000.0;36;545000;109;490000
340;11;89;OUTPUT;ROUTE_1;false;537150.0;579658.0;42508.0;25230.0;68;NA;NA;NA
340;11;89;OUTPUT;ROUTE_2;false;579658.0;613000.0;33342.0;13000.0;68;555000;111;500000
349;11;95;OUTPUT;ROUTE_1;false;548271.0;589121.0;40850.0;17351.0;8;NA;NA;NA
349;11;95;OUTPUT;ROUTE_2;false;589121.0;628000.0;38879.0;13000.0;8;570000;114;515000
359;11;94;OUTPUT;ROUTE_1;false;568853.0;604999.0;36146.0;13873.0;72;NA;NA;NA
359;11;94;OUTPUT;ROUTE_2;false;604999.0;638000.0;33001.0;13000.0;72;580000;116;525000
364;11;90;OUTPUT;ROUTE_1;false;563773.0;606903.0;43130.0;21097.0;68;NA;NA;NA
364;11;90;OUTPUT;ROUTE_2;false;606903.0;638000.0;31097.0;14160.0;68;580000;116;525000
400;11;93;OUTPUT;ROUTE_1;false;612558.0;654940.0;42382.0;19878.0;68;NA;NA;NA
400;11;93;OUTPUT;ROUTE_2;false;654940.0;693000.0;38060.0;13000.0;68;635000;127;580000
1458;11;96;INPUT;ROUTE_1;false;584310.0;622000.0;37690.0;17000.0;52;570000;114;625000
1458;11;96;INPUT;ROUTE_2;false;622000.0;658484.0;36484.0;18000.0;52;NA;NA;NA
402;11;91;OUTPUT;ROUTE_1;false;612150.0;647221.0;35071.0;15768.0;4;NA;NA;NA
402;11;91;OUTPUT;ROUTE_2;false;647221.0;678000.0;30779.0;13000.0;4;620000;124;565000
421;11;92;OUTPUT;ROUTE_1;false;618541.0;659397.0;40856.0;17350.0;8;NA;NA;NA
421;11;92;OUTPUT;ROUTE_2;false;659397.0;688000.0;28603.0;13000.0;8;630000;126;575000
1414;11;89;INPUT;ROUTE_1;false;617936.0;647000.0;29064.0;17000.0;52;595000;119;650000
1414;11;89;INPUT;ROUTE_2;false;647000.0;696636.0;49636.0;18000.0;52;NA;NA;NA
438;11;95;OUTPUT;ROUTE_1;false;634310.0;672487.0;38177.0;13648.0;4;NA;NA;NA
438;11;95;OUTPUT;ROUTE_2;false;672487.0;708000.0;35513.0;13000.0;4;650000;130;595000
451;11;90;OUTPUT;ROUTE_1;false;654627.0;689766.0;35139.0;13985.0;8;NA;NA;NA
451;11;90;OUTPUT;ROUTE_2;false;689766.0;728000.0;38234.0;13000.0;8;670000;134;615000
468;11;96;OUTPUT;ROUTE_1;false;659292.0;696962.0;37670.0;18398.0;4;NA;NA;NA
468;11;96;OUTPUT;ROUTE_2;false;696962.0;733000.0;36038.0;20284.0;4;675000;135;620000
1486;11;94;INPUT;ROUTE_1;false;644802.0;682000.0;37198.0;17000.0;52;630000;126;685000
1486;11;94;INPUT;ROUTE_2;false;682000.0;729945.0;47945.0;18000.0;52;NA;NA;NA
1524;11;91;INPUT;ROUTE_1;false;678082.0;707000.0;28918.0;17000.0;20;655000;131;710000
1524;11;91;INPUT;ROUTE_2;false;707000.0;752071.0;45071.0;18000.0;20;NA;NA;NA
504;11;92;OUTPUT;ROUTE_1;false;691374.0;732487.0;41113.0;17076.0;4;NA;NA;NA
504;11;92;OUTPUT;ROUTE_2;false;732487.0;768000.0;35513.0;13000.0;4;710000;142;655000
512;11;89;OUTPUT;ROUTE_1;false;719709.0;740107.0;20398.0;11623.0;36;NA;NA;NA
512;11;89;OUTPUT;ROUTE_2;false;740107.0;778000.0;37893.0;13000.0;36;720000;144;665000
1518;11;93;INPUT;ROUTE_1;false;696936.0;722000.0;25064.0;17000.0;52;670000;134;725000
1518;11;93;INPUT;ROUTE_2;false;722000.0;756111.0;34111.0;18000.0;52;NA;NA;NA
526;11;95;OUTPUT;ROUTE_1;false;708734.0;764317.0;55583.0;42012.0;68;NA;NA;NA
526;11;95;OUTPUT;ROUTE_2;false;764317.0;798000.0;33683.0;13000.0;68;740000;148;685000
531;11;94;OUTPUT;ROUTE_1;false;734569.0;751238.0;16669.0;15994.0;40;NA;NA;NA
531;11;94;OUTPUT;ROUTE_2;false;751238.0;793000.0;41762.0;13000.0;40;735000;147;680000
1484;11;90;INPUT;ROUTE_1;false;728952.0;752000.0;23048.0;17000.0;20;700000;140;755000
1484;11;90;INPUT;ROUTE_2;false;752000.0;798101.0;46101.0;18000.0;20;NA;NA;NA
552;11;91;OUTPUT;ROUTE_1;false;752407.0;784246.0;31839.0;19014.0;4;NA;NA;NA
552;11;91;OUTPUT;ROUTE_2;false;784246.0;813000.0;28754.0;13000.0;4;755000;151;700000
571;11;96;OUTPUT;ROUTE_1;false;752150.0;796821.0;44671.0;19476.0;8;NA;NA;NA
571;11;96;OUTPUT;ROUTE_2;false;796821.0;833000.0;36179.0;13000.0;8;775000;155;720000
582;11;93;OUTPUT;ROUTE_1;false;782151.0;803764.0;21613.0;11488.0;4;NA;NA;NA
582;11;93;OUTPUT;ROUTE_2;false;803764.0;843000.0;39236.0;13000.0;4;785000;157;730000
1568;11;92;INPUT;ROUTE_1;false;771936.0;797000.0;25064.0;17000.0;20;745000;149;800000
1568;11;92;INPUT;ROUTE_2;false;797000.0;840870.0;43870.0;18000.0;20;NA;NA;NA
607;11;90;OUTPUT;ROUTE_1;false;799361.0;829491.0;30130.0;22030.0;8;NA;NA;NA
607;11;90;OUTPUT;ROUTE_2;false;829491.0;863000.0;33509.0;13000.0;8;805000;161;750000
621;11;89;OUTPUT;ROUTE_1;false;800723.0;835862.0;35139.0;13985.0;40;NA;NA;NA
621;11;89;OUTPUT;ROUTE_2;false;835862.0;868000.0;32138.0;13000.0;40;810000;162;755000
631;11;94;OUTPUT;ROUTE_1;false;799900.0;851022.0;51122.0;28144.0;8;NA;NA;NA
631;11;94;OUTPUT;ROUTE_2;false;851022.0;883000.0;31978.0;13000.0;8;825000;165;770000
1575;11;95;INPUT;ROUTE_1;false;798952.0;822000.0;23048.0;17000.0;56;770000;154;825000
1575;11;95;INPUT;ROUTE_2;false;847480.0;896899.0;49419.0;18000.0;56;NA;NA;NA
1575;11;92;INPUT;BLOCKER;false;857160.0;860535.0;3375.0;0.0;56;NA;NA;NA
655;11;91;OUTPUT;ROUTE_1;false;818496.0;870013.0;51517.0;30006.0;8;NA;NA;NA
655;11;91;OUTPUT;ROUTE_2;false;870013.0;903000.0;32987.0;13000.0;8;845000;169;790000
1612;11;96;INPUT;ROUTE_1;false;833952.0;857000.0;23048.0;17000.0;20;805000;161;860000
1612;11;96;INPUT;ROUTE_2;false;857000.0;897346.0;40346.0;18000.0;20;NA;NA;NA
676;11;93;OUTPUT;ROUTE_1;false;864100.0;898308.0;34208.0;17596.0;68;NA;NA;NA
676;11;93;OUTPUT;ROUTE_2;false;898308.0;933000.0;34692.0;13000.0;68;875000;175;820000
693;11;90;OUTPUT;ROUTE_1;false;867150.0;914832.0;47682.0;30070.0;40;NA;NA;NA
693;11;90;OUTPUT;ROUTE_2;false;914832.0;948000.0;33168.0;13000.0;40;890000;178;835000
1640;11;89;INPUT;ROUTE_1;false;869920.0;897000.0;27080.0;17000.0;20;845000;169;900000
1640;11;89;INPUT;ROUTE_2;false;897000.0;937513.0;40513.0;18000.0;20;NA;NA;NA
712;11;92;OUTPUT;ROUTE_1;false;901358.0;922073.0;20715.0;19365.0;68;NA;NA;NA
712;11;92;OUTPUT;ROUTE_2;false;922073.0;963000.0;40927.0;13000.0;68;905000;181;850000
715;11;94;OUTPUT;ROUTE_1;false;887150.0;928571.0;41421.0;24992.0;8;NA;NA;NA
715;11;94;OUTPUT;ROUTE_2;false;928571.0;958000.0;29429.0;13000.0;8;900000;180;845000
1596;11;91;INPUT;ROUTE_1;false;903952.0;927000.0;23048.0;17000.0;20;875000;175;930000
1596;11;91;INPUT;ROUTE_2;false;927000.0;963804.0;36804.0;18000.0;20;NA;NA;NA
734;11;96;OUTPUT;ROUTE_1;false;919573.0;940288.0;20715.0;19365.0;36;NA;NA;NA
734;11;96;OUTPUT;ROUTE_2;false;940288.0;978000.0;37712.0;13000.0;36;920000;184;865000
1667;11;95;INPUT;ROUTE_1;false;900581.0;952000.0;51419.0;24000.0;56;900000;180;955000
1667;11;95;INPUT;ROUTE_2;false;952000.0;991154.0;39154.0;18000.0;56;NA;NA;NA
760;11;89;OUTPUT;ROUTE_1;false;944940.0;971516.0;26576.0;16451.0;68;NA;NA;NA
760;11;89;OUTPUT;ROUTE_2;false;971516.0;1003000.0;31484.0;13000.0;68;945000;189;890000
1517;11;93;INPUT;ROUTE_1;false;938786.0;977000.0;38214.0;17000.0;24;925000;185;980000
1517;11;93;INPUT;ROUTE_2;false;977000.0;1024504.0;47504.0;18000.0;24;NA;NA;NA
